pac_id,id,name,total,pacs,individuals,release_date,traitor_id,traitor_name,traitor_state,traitor_chamber
C00068528,          ,Pacific Life Insurance,5000,5000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00377689,D000022207,Prosperity Action,5000,5000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00009357,D000000581,Recording Industry Assn of America,5000,2000,3000,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00486043,D000065775,Road to Freedom PAC,5000,5000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000030167,Sudberry Properties,5000,0,5000,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00501478,D000070194,Support to Ensure Victory Everywhere PAC,5000,5000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00542365,          ,Toyota Motor North America,5000,5000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00164145,D000029616,USAA,5000,5000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000073413,Campos Brothers Farms,4800,0,4800,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,          ,Kee Bookkeeping,4800,0,4800,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00083857,D000000206,Occidental Petroleum,4600,0,4600,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00429001,          ,Advance America Cash Advance Centers,4500,2500,2000,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00012245,          ,UBS Americas,4500,0,4500,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00193979,D000029824,Western Growers Assn,4500,0,4500,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,          ,Micronova Manufacturing,4200,0,4200,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00077321,D000000095,American Institute of CPAs,4000,4000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,          ,Historic Mission Inn Corp,4000,0,4000,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000035078,Kevin McCarthy for Congress,4000,4000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00113811,D000000411,National Electrical Contractors Assn,4000,2500,1500,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000037310,Ryan for Congress,4000,4000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00064766,D000000081,United Parcel Service,4000,4000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00392464,          ,Universal Music Group,4000,2000,2000,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00186288,D000000079,Verizon Communications,4000,4000,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00365072,D000021977,Express Scripts,3950,3500,450,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000035469,Lowe Enterprises,3750,0,3750,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000000310,American Property Casualty Insurance Assn,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00250753,D000024207,Auto Care Assn,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00033589,D000000457,Corning Inc,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00151787,D000021944,Cubic Corp,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00019653,D000000239,Edison International,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00082792,D000000166,Eli Lilly & Co,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
         ,D000057449,Technical Maintenance Support Inc,3500,0,3500,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00553966,D000064114,Yelp Inc,3500,3500,0,2019-06-10 00:00:00 +0000,N00007017,Darrell Issa,Calif.,House 
C00040998,D000000080,National Auto Dealers Assn,20000,20000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000036737,Poarch Band of Creek Indians,15600,0,15600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000058783,Yocha Dehe Wintun Nation,15600,0,15600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Crain Ranch,14000,0,14000,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000062524,Montna Farms,13998,0,13998,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Old Durham Wood,12200,0,12200,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Musco Family Olive,11200,0,11200,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000037349,San Francisco Giants,11200,0,11200,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000073743,Marcus Foundation,11198,0,11198,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000031011,Western National Group,11096,0,11096,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000000772,Station Casinos,10976,0,10976,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00357608,D000024575,California Water Service Group,10600,10600,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000023639,Morongo Band of Mission Indians,10600,0,10600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00110338,D000000219,American Crystal Sugar,10000,10000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00080135,D000024387,Blue Diamond Growers,10000,10000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00041954,D000070197,California Farm Bureau,10000,10000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00362624,D000024568,California Rice Industry Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00227744,D000000098,Ernst & Young,10000,10000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00428052,D000027353,Majority Cmte PAC,10000,10000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000037548,Show Me Institute,8476,0,8476,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Sun Valley Rice,8400,0,8400,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Vann Brothers,8400,0,8400,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000023641,Pechanga Band of Luiseno Mission Indians,8300,0,8300,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00010470,D000000118,Union Pacific Corp,8000,8000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00245910,D000028204,Pacific Coast Producers,7800,7800,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Flyers Energy,7600,0,7600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C30002851,D000000087,American Bankers Assn,7500,7500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00349746,D000021885,California Dairies Inc,7500,7500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Je McAmis,7500,0,7500,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00389403,D000029153,Specialty Equipment Market Assn,7500,7500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Stuke Nursery,7050,0,7050,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C90016437,D000000086,National Assn of Home Builders,6500,6500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00489112,          ,Jeff PAC,6309,6309,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00131185,D000000233,Aircraft Owners & Pilots Assn,6000,6000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00235739,          ,BNSF Railway,6000,6000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00248716,D000000461,Comcast Corp,6000,6000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00046474,D000000182,Ford Motor Co,6000,6000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00238725,D000000285,National Air Traffic Controllers Assn,6000,6000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Bert Crane Orchards,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Billiou Farming Co,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000072164,Bk2 Holdings,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000070520,Craig Realty Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Durham School Board,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Franklin Mountain Management,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000036031,Mountaire Corp,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000043347,Parman Capital Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Rental Guys,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000068906,Senegence International,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Thomas Welding,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Visinoni Brothers,5600,0,5600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00438754,          ,Energy Transfer Partners,5599,0,5599,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000034204,Grimmway Enterprises,5462,0,5462,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Lundberg Family Farms,5450,0,5450,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00106146,D000000116,American Hospital Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00197715,D000029827,American Pistachio Growers,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00081414,D000000366,American Sugar Cane League,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C70005798,D000000136,Credit Union National Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00467431,D000070192,Eye of the Tiger PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00193631,D000000359,Farm Credit Council,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Gary Justeson Ranch,5000,0,5000,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00284885,D000000419,Home Depot,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00326439,D000022031,House Conservatives Fund,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00448373,D000026537,Huck PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00540187,D000027721,Innovation PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00493270,          ,Lehigh Hanson,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00144766,D000000101,National Beer Wholesalers Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00028787,D000000252,National Cattlemen's Beef Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00002972,D000000153,National Rural Electric Cooperative Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00177469,D000000290,PG&E Corp,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000055970,Redding Rancheria,5000,0,5000,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00308478,D000029615,USA Rice Federation,5000,5000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000031816,Barona Band of Mission Indians,4600,0,4600,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C90020850,D000000431,National Cotton Council,4500,4500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00193979,D000029824,Western Growers Assn,4500,4500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Estill Ranches LLC,4300,0,4300,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00010868,D000000682,American Council of Engineering Cos,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00163832,D000000148,CSX Corp,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000035078,Kevin McCarthy for Congress,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00303024,D000000104,Lockheed Martin,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C70002563,D000000062,National Assn of Realtors,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00009282,D000019639,Norfolk Southern,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000037401,Scalise for Congress,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Shasta County Republican Central Cmte,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00064766,D000000081,United Parcel Service,4000,4000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Ag Seeds Unltd,3800,0,3800,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Thomas Welding & Mach,3800,0,3800,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000071804,Aspect Holdings,3577,0,3577,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000071479,Magnolia Oil & Gas,3515,0,3515,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000030862,Vornado Realty Trust,3515,0,3515,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Ag Services,3500,0,3500,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00172841,D000029567,United Egg Assn,3500,3500,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Coldwell Banker,3300,0,3300,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,D000000406,University of California,3300,0,3300,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Northgate Petroleum,3250,0,3250,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,McCorkle Farms,3050,0,3050,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00251876,D000000391,Amgen Inc,3000,3000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
         ,          ,Colusa Industrial Properties,3000,0,3000,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00503680,D000049867,Crop Insurance Professionals Assn,3000,3000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00032698,D000000261,Independent Community Bankers of America,3000,3000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00384354,          ,Michigan Sugar,3000,3000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00101766,          ,United Airlines,3000,3000,0,2020-12-26 00:00:00 +0000,N00033987,Doug LaMalfa,Calif.,House 
C00248716,D000000461,Comcast Corp,87617,20000,67617,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000021907,Cerberus Capital Management             ,80324,0,80324,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00690735,D000032643,CGCN Group,63100,0,63100,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00438754,          ,Energy Transfer Partners,62608,10000,52608,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000109,Blue Cross/Blue Shield,62270,30000,32270,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00096842,D000000573,American Electric Power                 ,57613,0,57613,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00063164,D000000373,McDonald's Corp,51005,7500,43505,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00089136,D000000067,Altria Group,48264,20000,28264,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000037563,Sierra Pacific Industries,46865,0,46865,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000347,AG Spanos Companies,46800,0,46800,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00388827,D000066716,Rock Holdings,46800,5000,41800,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00340943,D000021951,DaVita Inc,46118,17500,28618,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00689091,D000000810,Carlyle Group                           ,45821,0,45821,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00021972,D000000504,Pharmaceutical Research & Manufacturers of America,44600,0,44600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00360354,D000023883,Amazon.com                              ,43152,20000,23152,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00162735,D000000452,Federated Investors Inc,43100,0,43100,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000067357,S-3 Group,42425,0,42425,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000121,American Financial Group,41440,0,41440,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00574921,D000037311,Ryan LLC,41200,0,41200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00323048,D000000422,Oracle Corp,40138,2500,37638,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00064766,D000000081,United Parcel Service                   ,39603,0,39603,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00251876,D000000391,Amgen Inc,38875,0,38875,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00274431,D000000348,UnitedHealth Group,37465,20000,17465,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00040279,D000000383,Abbott Laboratories,36739,20000,16739,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00236083,D000028850,S&B Engineers & Constructors,36575,0,36575,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000662,WPP Group,36000,0,36000,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000037717,Spencer Enterprises,35600,0,35600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000021757,Berkshire Hathaway,35334,20000,15334,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000070479,Harbinger Strategies,35100,0,35100,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00359588,D000021679,BGR Group,35000,0,35000,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00095869,D000000297,Edison Electric Institute,35000,20000,15000,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00227744,D000000098,Ernst & Young                           ,34898,15000,19898,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,California Resources Corp,34600,0,34600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00370114,D000000414,Charles Schwab Corp,34162,7500,26662,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000035750,McNa Dental Plans,33700,0,33700,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,Munger Farms,33700,0,33700,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00016683,D000000138,Pfizer Inc,33210,0,33210,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000684,Duchossois Group,31200,0,31200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000073743,Marcus Foundation,31200,0,31200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000037074,Reyes Holdings,31200,0,31200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,Schroeder Management,31200,0,31200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000772,Station Casinos,31200,10000,21200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000031011,Western National Group,31200,0,31200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000031163,Wsj Properties,31200,0,31200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00082792,D000000166,Eli Lilly & Co,31165,0,31165,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00097485,D000000275,Merck & Co,31111,20000,11111,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000042474,Roche Holdings,31085,0,31085,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000021982,Fierce Government Relations,31000,0,31000,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00536573,D000066804,AbbVie Inc,30846,25000,5846,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00435321,D000028058,Nustar Energy,30600,0,30600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000057661,Total Quality Logistics,30600,0,30600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000035874,Mike Jordan Co,30200,0,30200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,Sarasota Transport,30000,0,30000,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000063398,Sierra International Machinery,30000,0,30000,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00364778,D000000090,Bank of America,29521,15000,14521,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00109017,D000000076,AT&T Inc,29484,0,29484,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00496307,D000023121,Marathon Petroleum,28552,10000,18552,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00142711,D000000100,Boeing Co,28370,15000,13370,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00024869,D000000125,General Electric,27708,20000,7708,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00128512,D000000103,JPMorgan Chase & Co,27480,20000,7480,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00303024,D000000104,Lockheed Martin,27226,17500,9726,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00088591,D000000170,Northrop Grumman,27179,20000,7179,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000021873,Blackstone Group                        ,26992,0,26992,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00227546,D000000115,Microsoft Corp,26885,20000,6885,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00382150,D000022003,GEO Group                               ,26660,0,26660,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00097568,D000072615,Raytheon Technologies,26383,22500,3883,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000061745,Hunt Companies,26225,0,26225,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,Dobbs Brothers Management,26200,0,26200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000000811,Kirkland & Ellis,26200,0,26200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,M&S Holdings,26200,0,26200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,          ,Prospector LLC,26200,0,26200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000063476,Southern Waste Systems,26200,0,26200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000031076,Williams Brothers Construction,26200,0,26200,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00452581,D000025141,Copart Inc,25935,0,25935,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
C00551184,D000032848,Continental Resources,25600,1000,24600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
         ,D000032962,Crown Acquisitions,25600,0,25600,2020-12-26 00:00:00 +0000,N00028152,Kevin McCarthy,Calif.,House 
